#Table1
objid,ra,dec,z
1237648704053969096,214.821966661422,-0.412769222746447,0.03940544
1237648704054034786,215.019459222141,-0.314802089026631,0.05165907
1237648704054034805,215.031485978977,-0.276271396889009,0.05125009
1237648704054099996,215.081734943392,-0.294712314028926,0.0513588
1237648704054100104,215.058961191874,-0.240222494361519,0.08429851
1237646587175305670,85.4808056360877,0.289600353006093,0.05318839
1237646587175306089,85.5920211406099,0.370440380973511,0.05301767
1237646587709817716,80.2038552354776,0.787040041723403,0.08010395
1237646587709882563,80.3162288689701,0.823378551228203,0.08767803
1237646587709883085,80.3626921814238,0.822749640374856,0.08794557
1237646587709948800,80.4357200159108,0.832379271919742,0.06487791
1237646587710210687,81.0171605516399,0.73051070557937,0.08550129
1237646587710669400,82.0386790197966,0.847177136346427,0.06774854
1237646587712242267,85.7030737768616,0.672030881261745,0.05184619
1237646587712242910,85.6603854970392,0.648243932098602,0.05386671
1237646587713029099,87.4512539947237,0.725302869487968,0.0415822
1237646588233253503,49.498925691597,1.26551928847476,0.03348958
1237646588233449635,49.9229730916582,1.26693549659197,0.08514857
1237646588234694942,52.7105899940748,1.26848513727278,0.08577748
1237646588246622698,79.9662277117742,1.24328375157858,0.08677593
1237646588246688297,80.1351262715785,1.18667941555908,0.08704335
1237646588246754110,80.3284368055254,1.11356288726268,0.07978687
1237646588247081807,81.0517900476276,1.13277158097924,0.02760175
1237646588247344107,81.6700212391875,1.11040389130349,0.09943488
1237646588249244644,86.0549447351681,1.12946199583164,0.0505817
1237646706891425887,99.8432189710642,-0.241963424570272,0.05452774
1237646791699271633,100.374515198103,-0.738091437377951,0.08317085
1237646794374578866,79.7859738912545,1.38142666080569,0.08649507
1237646794374644411,79.9262780223189,1.36024873608446,0.08914367
1237646794374644459,79.7919012859807,1.36384920600672,0.08605768
1237646794374775255,80.1194902084204,1.3196468965765,0.0877929
1237646794374775501,80.1996064083496,1.32120289112588,0.09000331
1237646794374775541,80.2154735892919,1.3113354870554,0.08640796
1237646794374775564,80.2226585086061,1.38642739697346,0.08754358
1237646794374840698,80.2419147696722,1.32571316387363,0.05080637
1237646794377397623,86.1836304107512,1.31863812280928,0.05309878
1237646796526583841,120.336283577667,-0.283471087021602,0.05491782
1237646796526715482,120.621250051166,-0.279828638662684,0.05209084
1237646797063062112,119.565801322409,0.114221408041834,0.05640503
1237646797600064494,119.864533501744,0.577223096875309,0.09494595
1237646797600326450,120.402007149603,0.525899166060336,0.09378362
1237646797600391839,120.518073644459,0.453748005205993,0.09391728
1237646797600522764,120.905096610494,0.529056788843353,0.09134324
1237646798137065629,120.062324614895,0.987564717723915,0.01852783
1237646798137459660,121.061604737861,1.00643834558467,0.09642675
1237646798137655820,121.37069489471,0.979036635258827,0.09697511
1237646798138573693,123.612777090055,0.948787094735607,0.06836367
1237646798138638712,123.743041475178,1.00639863332928,0.0904626
1237648595579634295,244.413414664716,-1.25614004026035,0.0822249
1237648597190050276,243.907445992024,0.00239455973999592,0.06540032
1237648597190115880,244.102332171457,0.00261959814631587,0.07115377
1237648597190377691,244.668251671712,0.00217929465134259,0.07918174
1237648597726790441,243.607423630033,0.420113593875236,0.06536702
1237648672919519366,239.284296856122,-0.867504785512467,0.03133717
1237648672919519703,239.360635217238,-0.916689727240953,0.03969949
1237648672921354991,243.546906512849,-0.854015246008438,0.05669871
1237648672921420193,243.567523983011,-0.880445872710823,0.07050942
1237648672921485632,243.708876085192,-0.915652960805175,0.0307668
1237648672921551467,243.975757988265,-0.914182432574777,0.08673481
1237648672921748247,244.405453370073,-0.86222404825929,0.05858746
1237648672921813985,244.512664245166,-0.934182656522487,0.04402394
1237648672922206578,245.48478876081,-0.860932062632881,0.04509151
1237648672922206684,245.359371457351,-0.905392886472092,0.06565089
1237648672922206835,245.417659293308,-0.85560513562754,0.04565
1237648672922207003,245.47604120004,-0.859924269720683,0.04462435
1237648672922272244,245.538824342651,-0.872555231968954,0.04954444
1237648672922272279,245.554571608624,-0.928832066192422,0.09262145
1237648672922337955,245.700633163194,-0.844300570061714,0.04593659
1237648672922468549,246.020742957894,-0.877447933024285,0.05315065
1237648672922468973,246.015171970656,-0.902868762939568,0.04652571
1237648672922534053,246.160300368923,-0.896662044102853,0.04825275
1237648672924041574,249.67273357163,-0.851543344654808,0.08781031
1237648672924041938,249.639517608554,-0.896538927407366,0.05917491
1237648672924107240,249.692211980955,-0.891026543234362,0.08782733
1237648673431879906,183.353449240012,-0.631338867250095,0.07788806
1237648673456390412,239.350993424867,-0.456703127056356,0.08331983
1237648673456455904,239.382779342383,-0.467645077965633,0.08465462
1237648673458028867,242.954822857834,-0.44645743725235,0.08011556
1237648673458028997,243.021007365617,-0.494569887301748,0.06661516
1237648673458553269,244.276467384413,-0.432940791906116,0.09189314
1237648673458553624,244.284910358756,-0.455476626971969,0.09280799
1237648673458684342,244.491830991142,-0.470565563957013,0.01660742
1237648673458684355,244.496790593595,-0.498397857386447,0.0504769
1237648673458881046,244.925582121036,-0.45583640520824,0.07900908
1237648673458881081,244.935544825999,-0.479246996224929,0.05936759
1237648673458946577,245.151615782921,-0.505463512029404,0.0689875
1237648673459077169,245.36735255391,-0.45707380877553,0.05909181
1237648673459077500,245.376694392899,-0.457007951610686,0.06916405
1237648673459143398,245.624166862756,-0.441259825386332,0.04489851
1237648673459274263,245.84866222147,-0.425124835416014,0.09283725
1237648673459274344,245.875482237571,-0.438383880932621,0.09384138
1237648673459274392,245.89513810122,-0.459209559092065,0.09273437
1237648673459274476,245.925712126436,-0.453068719459312,0.09302549
1237648673459339331,245.978479351271,-0.48345549515451,0.09362785
1237648673459405604,246.220078359144,-0.454591733029175,0.09664176
1237648673459470780,246.252773698433,-0.477513029154118,0.097284
1237648673459470810,246.268157013529,-0.426989896339287,0.04653732
1237648673459667002,246.695625778243,-0.510110723913477,0.044495
1237648673459667234,246.78208089527,-0.492431556613583,0.04619161
1237648673460585255,248.89452046122,-0.452329487143864,0.07018682
1237648673460847568,249.49655124089,-0.498468271539199,0.05894065
1237648673460912298,249.628744816503,-0.478048086871586,0.09800664
1237648673971437623,189.522249247665,-0.0270313533159909,0.01251297
1237648673987232019,225.494355599868,-0.11431690926334,0.04019753
1237648673992540336,237.707347752129,-0.117291126261182,0.05492734
1237648673992540472,237.595977093852,-0.00663436275811495,0.0830428
1237648673992540484,237.606523893608,-0.14729492147637,0.09181442
1237648673992671592,237.945144439703,-0.10517041626296,0.05442572
1237648673992671660,237.962926156045,-0.112478494522026,0.05436828
1237648673992671682,237.973568456141,-0.0648552132280371,0.08912047
1237648673992802690,238.249753327222,-0.00527359904372889,0.08963996
1237648673992802783,238.296355798832,-0.168768916766074,0.08999225
1237648673992868223,238.406663838852,-0.0836885257746343,0.0858722
1237648673992868256,238.428955726175,-0.0507242771052364,0.05351913
1237648673992933836,238.532149998846,-0.0959766671516452,0.04070121
1237648673993130265,238.931869503215,-0.152547273483344,0.08543771
1237648673993130415,239.002315675025,-0.0521593090700395,0.05107203
1237648673993130437,239.018401675833,-0.0923106387967201,0.07758257
1237648673993195770,239.112090068846,-0.0218160200421229,0.04233624
1237648673993195779,239.116456160575,-0.184045577158697,0.08508994
1237648673993392350,239.514934679486,-0.124238866669572,0.04077013
1237648673994637494,242.43542049776,-0.070052568541633,0.06943551
1237648673994637589,242.499044228658,-0.196029104844012,0.07037262
1237648673994637874,242.44623828707,-0.0184981602352139,0.08048908
1237648673994637877,242.446325285779,-0.0843303635892881,0.06997363
1237648673994638013,242.491858089616,-0.105577602381621,0.07973206
1237648673994702955,242.544471936049,-0.176941219504682,0.06935806
1237648673994768731,242.719853718851,-0.00542933320134963,0.02894331
1237648673994768746,242.724562971935,-0.0375740072714961,0.08132331
1237648673994834323,242.829351255025,-0.0943714724314949,0.08993423
1237648673994834397,242.84436158745,-0.075646653557559,0.06295025
1237648673994834517,242.898778778802,-0.0154619143792163,0.02424059
1237648673994834580,242.928093825621,-0.0443682085656034,0.0637805
1237648673994834641,242.944102247667,-0.0344513266576725,0.02408826
1237648673994899569,243.018591881957,-0.0963281139594414,0.0729119
1237648673994900087,243.076397717554,-0.051235078257416,0.06366909
1237648673994900138,243.098244899398,-0.0161122370694583,0.02425634
1237648673994900167,242.975195673026,-0.0549744661599427,0.05820816
1237648673994965546,243.236781626301,-0.0962512670121271,0.0308672
1237648673994965554,243.236987282217,-0.100190158394926,0.03052526
1237648673995096731,243.542249855132,-0.0378317084620344,0.05827271
1237648673995162093,243.583195948052,-0.0315641264387658,0.03081088
1237648673995424553,244.241553069074,-0.0484378348932881,0.08033779
1237648673995555063,244.581477622891,-0.0170882648451137,0.07910305
1237648673995686549,244.875590054073,-0.0385262479738886,0.07921813
1237648673995948107,245.38188754097,-0.0723638925339617,0.02728706
1237648673996276182,246.104721729899,-0.091377189635917,0.09698931
1237648673996472959,246.60554322576,-0.0634477312370687,0.05398665
1237648673996473001,246.620136574404,-0.0202438930820251,0.08438914
1237648673996603913,246.858892240675,-0.0535897422345124,0.08602124
1237648673996669617,247.037405502652,-0.0522658003336876,0.08431948
1237648673996997073,247.863850043089,-0.0314420824809519,0.05830718
1237648673996997574,247.849735762854,-0.0360383013691079,0.05920999
1237648673997062491,247.966776808433,-0.0907882389381604,0.04672737
1237648673997062939,248.033828596908,-0.0786453044111446,0.05833568
1237648673997127724,248.064172006847,-0.0499321378702428,0.04401696
1237648673997128266,248.125366326119,-0.0869997647902815,0.05802495
1237648673997324631,248.578736997636,-0.0967045038224014,0.04392764
1237648673997652816,249.310654927084,-0.0646881159192547,0.08857036
1237648674510864553,195.263984982605,0.255949223604899,0.08333573
1237648674510930153,195.455514886327,0.408677520296047,0.0809674
1237648674510995594,195.644360768067,0.348564638983293,0.0677539
1237648704585728192,203.136510521827,0.0608487230960422,0.02165666
1237648704585728249,203.198381402268,0.131749776100782,0.09771052
1237648704585793759,203.339512298865,0.0470981592225488,0.08556654
1237648704585924753,203.662009496883,0.154067720647833,0.07774528
1237648704585924795,203.531195701594,0.0288596786948162,0.07281715
1237648704585924866,203.624795689854,0.186598211335111,0.07770815
1237648704585990322,203.720049471971,0.0271904513458221,0.08550737
1237648704585990404,203.795206961716,0.207230208975514,0.08571386
1237648704586055806,203.858356950359,0.132695824980234,0.03448889
1237648704586121340,203.999514015195,0.0408182900189198,0.07790425
1237648704586318015,204.526891313838,0.020511737840575,0.02233166
1237648704586318049,204.564808935737,0.0654917980456449,0.08197466
1237648704586383565,204.679194269107,0.174089883676744,0.08386669
1237648704586448951,204.72939476917,0.104855090219858,0.08395544
1237648704586448975,204.761122417066,0.0196282439222682,0.08713547
1237648704586514477,204.919122942192,0.0401706214221909,0.08399552
1237648704586580210,205.132451587456,0.00631495227773278,0.01237381
1237648704586776731,205.532776334654,0.0102459987056583,0.02519036
1237648704586842300,205.679922451322,0.109443625487946,0.07635381
1237648704586842343,205.736838658634,0.0564422601076246,0.08799091
1237648704586907912,205.872128661526,0.194579034148558,0.07154913
1237648704586973456,205.972660545228,0.142944567025522,0.08940142
1237648704587038913,206.079851709792,0.198605060998865,0.0885445
1237648704587038980,206.163115745682,0.0402744194228822,0.08886261
1237648704587039013,206.183991584171,0.11360459751285,0.08923479
1237648704587039017,206.185923677194,0.17562715506075,0.09133449
1237648704587039029,206.190041760768,0.0922270365527172,0.09000984
1237648704587039052,206.200502464658,0.212548648118814,0.09048805
1237648704587039054,206.202590336166,0.0717587688974989,0.09121478
1237648704587039060,206.209283152773,0.206202485469569,0.08878292
1237648704587039065,206.212221297158,0.165081267952895,0.08936787
1237648704587104346,206.301952500662,0.108113009155824,0.09010056
1237648704587104510,206.252093081718,0.0974952750542032,0.07613793
1237648704587104529,206.276526706659,0.0438892634866247,0.07698186
1237648704587104584,206.336351659644,0.0573283885362225,0.08687063
1237648704587104588,206.337835876788,0.147959200016671,0.08826082
1237648704587104595,206.3406002661,0.029009255811697,0.0882015
1237648704587170024,206.404265416195,0.0873854861280413,0.08783003
1237648704587170049,206.411014858495,0.0981206631427133,0.08901249
1237648704587170066,206.42624540769,0.140190351039921,0.08993941
1237648704587170257,206.411168814854,0.0423131358755632,0.04763122
1237648704587235374,206.540294144224,0.163124541805018,0.07782839
1237648704587301012,206.6807456549,0.0185362792550135,0.0885959
1237648704587628725,207.565256941081,0.186041969298119,0.08531589
1237648704587694266,207.623437329011,0.0769010195057886,0.08296723
1237648704587890794,208.15358819614,0.0224936642685244,0.01501523
1237648704587890871,208.101266946279,0.0887838845408067,0.02351624
1237648704587956247,208.186286983178,0.131440436456436,0.01534851
1237648704588021931,208.428323163476,0.060878038160197,0.02990131
1237648704588022129,208.424691678778,0.121600442311667,0.01498338
1237648704588022138,208.435734567273,0.100419833019859,0.03033432
1237648704588153022,208.686043413829,0.115120171396196,0.02983897
1237648704588153023,208.685554395652,0.118412504470465,0.02990138
1237648704588218402,208.836087991797,0.0372002756626057,0.06954091
1237648704588218496,208.77903273618,0.0821625017665778,0.06999305
1237648704588218513,208.785778629127,0.162888885494775,0.07030866
1237648704588218519,208.786662967194,0.143795544052501,0.07006595
1237648704588218531,208.799812278854,0.10040054084631,0.0689487
1237648704588218553,208.814512735458,0.0586695283209798,0.0713549
1237648704588218572,208.840574079413,0.0866067548658964,0.06873605
1237648704588349742,209.193522350751,0.0386568348856322,0.07965787
1237648704588611715,209.691782777199,0.0227564886246044,0.03281121
1237648704588677420,209.842158164029,0.206616965520084,0.03284724
1237648704588808374,210.235485610029,0.13665832842452,0.08217588
1237648704588808384,210.242191367717,0.116455586647638,0.08134419
1237648704588873859,210.33591655387,0.1184693297904,0.02828324
1237648704588873924,210.408303947918,0.0673714010940564,0.08502848
1237648704589070483,210.745678032342,0.0391510028695161,0.08195076
1237648704589070542,210.789509029412,0.0365289248887575,0.08162592
1237648704589201535,211.03081427384,0.144016844162406,0.04771312
1237648704589267165,211.197068848126,0.146053967979011,0.04673614
1237648704589332671,211.397522720272,0.184984375149742,0.04767463
1237648704589398221,211.538483015724,0.0830736469808158,0.07530425
1237648704589594868,211.992188491777,0.113886015436897,0.02552348
1237648704589594872,211.993971476279,0.0244083676193063,0.08538663
1237648704589594883,212.013320684531,0.0492968411303036,0.08554212
1237648704589660398,212.19238283506,0.072046427934384,0.05313177
1237648704589725783,212.208173776184,0.0735329916903387,0.08517132
1237648704589725838,212.269544470932,0.10843059606093,0.08280656
1237648704589725849,212.275688882934,0.188801633136539,0.05367541
1237648704589791385,212.372799460838,0.143670874950625,0.05409697
1237648704589791436,212.441659109788,0.0623034885367851,0.0543915
1237648704589988044,212.89352601484,0.16619528456782,0.05294834
1237648704590053599,213.063209319953,0.0538507611474738,0.05391951
1237648704590119045,213.117435800484,0.0965270268418952,0.05417537
1237648704590119085,213.155114215925,0.141698490675104,0.05404774
1237648704590184554,213.260641950201,0.146373436762692,0.05461172
1237648704590184634,213.3750019988,0.185843955342808,0.02574296
1237648704590512399,214.135013352752,0.0713521100543709,0.0525437
1237648704590643334,214.327838982933,0.0945686302466588,0.05264126
1237648704590643354,214.329812661289,0.0510039014804461,0.05287728
1237648704590643362,214.34239097418,0.0236979605642372,0.05338602
1237648704590643415,214.394224934531,0.208762201141133,0.09702466
1237648704590643419,214.396212940314,0.159091608610728,0.05427057
1237648704590643430,214.402336614301,0.0620336398928265,0.05285992
1237648704590643461,214.424796951606,0.189855585168759,0.05363373
1237648704590774377,214.609267221723,0.169401359906702,0.05325856
1237648704590774409,214.647752072618,0.157718171222477,0.05316988
1237648704590774478,214.732355276438,0.0941803828171408,0.09709498
1237648704590840094,214.827108310554,0.0577353621339682,0.09695716
1237648704590840110,214.866176297419,0.106087436634358,0.06002207
1237648704590840127,214.877895848006,0.164209408692354,0.08407986
1237648704591167704,215.598791786303,0.182292007289853,0.02926052
1237648704591167729,215.615034635567,0.0590475395093541,0.03167036
1237648704591233054,215.681569513709,0.132330043936662,0.05432184
1237648704591233226,215.75110266594,0.0444856851563715,0.07868076
1237648704591298737,215.807849208084,0.0444441550765285,0.05506184
1237648704591560872,216.442408866641,0.148829079715085,0.08477385
1237648704591626407,216.574792177386,0.154336033316063,0.05433347
1237648704591626480,216.652115455313,0.0419321490088822,0.05522951
1237648704591692042,216.833168861762,0.0998126500356716,0.08441756
1237648704591757586,216.987094045854,0.0225663931951771,0.02391719
1237648704591822966,217.020877218592,0.05565793355612,0.08446071
1237648704591954188,217.434198081454,0.0812776061981693,0.05465845
1237648704591954204,217.440149397171,0.158410242012684,0.08909811
1237648704592019680,217.498447511121,0.2003391125238,0.05538991
1237648704592019690,217.50189014146,0.207197877489574,0.05591804
1237648704592019780,217.582109694512,0.11913674584826,0.05626929
1237648704592019781,217.591585860247,0.121838525688446,0.05528586
1237648704592019849,217.479844567198,0.168987659556891,0.05600507
1237648704592085131,217.618784476054,0.172585046194885,0.08698339
1237648704592085158,217.636296387485,0.170715771349054,0.05626931
1237648704592150688,217.763364273008,0.159934001351028,0.07897151
1237648704592150797,217.885072620575,0.144904578605584,0.09929449
1237648704592216297,217.951382661265,0.0483412649842716,0.09370075
1237648704592216404,218.03268111002,0.165190732482558,0.05549897
1237648704592281684,218.10825342024,0.0575619386767628,0.09292184
1237648704592347295,218.203942182265,0.14701931217473,0.05489514
1237648704592543756,218.649081966982,0.0755257425326685,0.0266113
1237648704592543955,218.709636618998,0.0876132489853874,0.05632764
1237648704592609395,218.916988867091,0.2049389578767,0.02922576
1237648704592609605,218.919535199493,0.0983034806353172,0.05680836
1237648704592740527,219.160946766386,0.117398135313972,0.02986431
1237648704592806235,219.383001746581,0.0608374044329503,0.08157265
1237648704592871624,219.406909379306,0.0762228089679584,0.08195259
1237648704593068103,219.905733817766,0.123066983655607,0.05148544
1237648704593133916,220.068630954709,0.182589116649726,0.08549866
1237648704593461456,220.872809913688,0.203893408847697,0.02842417
1237648704593526913,220.943241945918,0.207403661435206,0.0284143
1237648704593527199,221.018566760866,0.0541053397903731,0.07346185
1237648704593527201,221.019710965783,0.0511419699848862,0.07326753
1237648704593592381,221.07871473227,0.0419151520274211,0.02893496
1237648704593592384,221.076526087592,0.0440576466319541,0.02818687
1237648704593592386,221.074402160857,0.0425115082045474,0.02868249
1237648704593920397,221.836708738717,0.0107522973568411,0.02337876
1237648704594051328,222.114280031671,0.201356927987876,0.02689551
1237648704594182574,222.515513075137,0.0974945349766013,0.04034282
1237648704594313302,222.727418691402,0.0276620288316519,0.0430463
1237648704594313500,222.719139792758,0.0945023771665272,0.04266683
1237648704594313560,222.753732612585,0.0760893530662225,0.04339977
1237648704594378761,222.8475735599,0.00707960583336023,0.02316491
1237648704594378881,222.948014031214,0.0272664973129878,0.06380439
1237648704594379145,222.897997075686,0.0978890182503874,0.06399041
1237648704594379169,222.916870119468,0.0463952375853792,0.09970358
1237648704594379180,222.920862484988,0.0403806881287542,0.09925046
1237648704594379191,222.932667792009,0.0628410316741506,0.09953947
1237648704594379417,222.868949635927,0.0814979808945035,0.04249018
1237648720160424046,187.826845907731,-0.848711533472867,0.06057921
1237648720160489480,187.933103764455,-1.0053741013677,0.07179555
1237648720160555103,188.081680956618,-0.855429742913941,0.09198689
1237648720160686182,188.393703167312,-0.848008307301386,0.04821479
1237648720160817234,188.674735851649,-1.00965680399828,0.0801296
1237648720160882819,188.958827318517,-0.89413400191527,0.0718729
1237648720160882903,188.91055939203,-1.04483275304703,0.0478534
1237648720160948331,189.022533621019,-0.900068681198011,0.04847878
1237648720161079355,189.265303434843,-0.942355881448254,0.07219684
1237648720161144927,189.428826335081,-1.02862091956158,0.08995692
1237648720161210537,189.598890971254,-0.966749455285787,0.04837527
1237648720161210549,189.610900467436,-0.943990708501484,0.04824659
1237648720161210649,189.68845425293,-1.01818558167424,0.08985756
1237648720161341551,189.891514142058,-0.853659404090146,0.02400916
1237648720161341686,189.903642956134,-0.987495487031807,0.08913726
1237648720161406981,190.015256110863,-0.879803095519208,0.04810444
1237648720161407175,190.129914894962,-1.01184806143071,0.07183648
1237648720161603818,190.60224810226,-0.904735253450068,0.08330234
1237648720162128060,191.803414378866,-0.856518226397227,0.08253282
1237648720162259179,192.068045311476,-0.96630958618485,0.08337064
1237648720162259185,192.070461236225,-0.858097404869809,0.08339317
1237648720162259204,192.101572036078,-0.847024893304488,0.08530828
1237648720162324580,192.118938349361,-0.934290388148066,0.08674903
1237648720162324587,192.136426695571,-1.03763643970108,0.08187259
1237648720162324620,192.166394756072,-0.865734866312257,0.08721326
1237648720162324656,192.185966170059,-0.990363250185557,0.0837586
1237648720162324667,192.224642629693,-0.997784423943548,0.08357225
1237648720162390188,192.384074164753,-1.04452020544412,0.04876805
1237648720162521278,192.669829273018,-0.886920638278711,0.08167755
1237648720162586717,192.798697675619,-0.966130175711243,0.08786316
1237648720162586831,192.835920228147,-0.905975176708602,0.08318309
1237648720162652242,192.953881378728,-0.898067252977689,0.08232437
1237648720162652349,192.942685775681,-0.939505266124412,0.08221379
1237648720162652366,192.947656346417,-1.01337914853091,0.09382221
1237648720162652398,192.992514828869,-0.859319481275332,0.07102071
1237648720162717793,193.082318022902,-0.979937476736562,0.07058822
1237648720162717818,193.109289458289,-0.925154296817417,0.07130298
1237648720162717906,193.124638684675,-0.997670718677123,0.06995335
1237648720162717918,193.149752135344,-0.867916838701652,0.07149505
1237648720162717932,193.091795674563,-1.00654384798382,0.0712128
1237648720162783422,193.298452002298,-0.853466126487834,0.09481148
1237648720162783428,193.301125442914,-0.882590556134325,0.09492067
1237648720162980007,193.661792211341,-0.89763999587993,0.08214367
1237648720162980021,193.681409034703,-0.98691462903337,0.08537375
1237648720162980025,193.684501984021,-1.00125617141535,0.08014102
1237648720163045463,193.76106886036,-1.03618725398634,0.08621106
1237648720163110929,193.933873203263,-0.9839352170996,0.04684968
1237648720163111002,193.903722781126,-0.88380514943893,0.02267708
1237648720163111061,193.977623270365,-0.999098186051888,0.04802551
1237648720163111088,193.994878562669,-1.03523915287106,0.04857774
1237648720163111090,193.997195018523,-1.00387953254456,0.04884202
1237648720163111122,193.90939185178,-0.958236126745468,0.04762284
1237648720163176678,194.058075919972,-0.967246819374578,0.09635995
1237648720163176687,194.076971976482,-1.0321938895692,0.04816229
1237648720163373265,194.585362315324,-0.844427434458227,0.08133721
1237648720163438772,194.727735745625,-0.972725652580237,0.04787529
1237648720163438797,194.772502470089,-0.912430482968101,0.04660146
1237648720163438823,194.701297877449,-0.863063013506482,0.08629435
1237648720163504264,194.927716015052,-0.974773191152344,0.0815746
1237648720163569673,194.96532400292,-0.883926442053576,0.07891055
1237648720163635352,195.222094064417,-0.875704581308978,0.04721273
1237648720163700812,195.396349984548,-0.850307423770612,0.06267707
1237648720163766426,195.429824943456,-0.902508952271073,0.08523802
1237648720163766482,195.489389385906,-0.858237973258752,0.08646487
1237648720163766496,195.526068286667,-0.840407785525687,0.08450816
1237648720163766539,195.53257818009,-0.851892541233799,0.08503357
1237648720163831818,195.563056312182,-0.846094861565207,0.08062341
1237648720163831829,195.574945932046,-0.921984669303795,0.08733964
1237648720163831935,195.558844723751,-1.02673356398022,0.04065641
1237648720163831942,195.558831560056,-0.859806283524509,0.08068316
1237648720163831949,195.57430330861,-0.847559138917039,0.08501793
1237648720163897406,195.725177054968,-0.973987479834867,0.08655626
1237648720163963017,195.870643940388,-0.943170662529176,0.08267638
1237648720163963044,195.90666588715,-1.00542128243762,0.08404355
1237648720163963081,195.951990085667,-0.966004746612793,0.08944633
1237648720164028663,196.11848550133,-1.00007200766134,0.08421928
1237648720164159496,196.301944502441,-0.843586449487754,0.08300352
1237648720164159534,196.345124154341,-0.927072992382069,0.02271997
1237648720164159614,196.334523476373,-0.840002976420067,0.08230852
1237648720164225051,196.506465297889,-0.997770282956913,0.02265377
1237648720164225199,196.520347404534,-1.02434048953441,0.09062796
1237648720164225231,196.568858415419,-0.847289436875892,0.08368644
1237648720164290653,196.676233300307,-0.973641623285135,0.0859045
1237648720164290690,196.721523039081,-1.03295285982456,0.08270188
1237648720164290703,196.729303867491,-1.02685391733374,0.08147738
1237648720164290720,196.739514587361,-1.01682432905999,0.08604767
1237648720164356205,196.760463664231,-0.887146726435271,0.08989033
1237648720164421639,196.911227098983,-0.942463972219536,0.01811678
1237648720164421644,196.914990168229,-0.941226656009733,0.01834199
1237648720164421894,196.959274649037,-0.868432739385617,0.01819028
1237648720164487323,197.073735273061,-0.853302368333832,0.01760112
1237648720164487375,197.131223010859,-0.844418727156039,0.01815001
1237648720164487493,197.091988336599,-0.960313599799579,0.01825436
1237648720164552894,197.344858163864,-0.881951979234895,0.07495255
1237648720164618466,197.35382226548,-0.935415904084614,0.07421762
1237648720164618470,197.356567794178,-0.919294084145554,0.07467972
1237648720164618489,197.412554505631,-0.889716962086813,0.01778415
1237648720164683836,197.599055134425,-1.01050375143163,0.01872899
1237648720164684046,197.579528678485,-0.971572926304965,0.08160563
1237648720164814988,197.847485319091,-0.962156688454674,0.08069104
1237648720164815010,197.892099976471,-0.876554852886874,0.08816124
1237648720164815013,197.902585611348,-0.922088971644365,0.08383848
1237648720164815036,197.933841465463,-0.950190406546308,0.06313819
1237648720164880458,198.023408610405,-0.916865209716948,0.08875424
1237648720164880476,198.05661180124,-0.974482581438962,0.08437707
1237648720164880477,198.037550436495,-0.973899335544655,0.08777136
1237648720164880478,198.05492428295,-0.966879189862024,0.08596655
1237648720164880481,198.050120657252,-0.973317401518318,0.08338592
1237648720164880482,198.055333915154,-0.989899159795992,0.08472224
1237648720164880485,198.058605746991,-0.989224197939885,0.08137079
1237648720164880561,198.043586816393,-0.898448158002142,0.08549321
1237648720164880599,198.064677380093,-0.930543036925251,0.0817799
1237648720164880665,197.994623755573,-1.01349192511536,0.0815488
1237648720164880707,198.033331858325,-1.00846775419251,0.08307777
1237648720164880711,198.033826336145,-0.995882439150204,0.08359272
1237648720164880753,198.073984704687,-0.973419293727344,0.08726596
1237648720164880756,198.078904818079,-0.997700535989098,0.08035102
1237648720164880847,197.97431209177,-0.858146021484176,0.01786385
1237648720164945953,198.118866631003,-0.894202153035584,0.08487899
1237648720164946034,198.094107863989,-0.943324683800173,0.08389962
1237648720164946082,198.152787103887,-1.03991326784392,0.08603269
1237648720164946098,198.183778642624,-0.899058109805213,0.08267602
1237648720165011534,198.250920445262,-1.0251319174404,0.0874388
1237648720165011561,198.277386865244,-0.898071278306183,0.08395665
1237648720165011569,198.282905459363,-0.930649346994572,0.08451039
1237648720165077059,198.439281800334,-1.02022417184989,0.07257293
1237648720165339292,199.081077127266,-0.946801570500953,0.08791302
1237648720165339321,199.118370595058,-0.960238804650801,0.07412753
1237648720165404809,199.165555124778,-0.96438815853032,0.04723661
1237648720165404810,199.163836851497,-0.966892062928189,0.03768533
1237648720165404820,199.172524065982,-0.858657869780816,0.08338104
1237648720165404835,199.182045121531,-0.957439466530493,0.04783935
1237648720165404869,199.217533167779,-0.995753076374129,0.08377423
1237648720165404908,199.288211099306,-0.957831199833804,0.08149713
1237648720165470336,199.379236715471,-0.903782488208189,0.0743883
1237648720165535841,199.453691634077,-0.89533479563445,0.0832443
1237648720165601398,199.601485517087,-0.984066074687987,0.08247026
1237648720165601422,199.64247088707,-0.962534165362196,0.0841082
1237648720165601447,199.676377246123,-0.934632424862442,0.08231052
1237648720165601489,199.702440633904,-0.892684203193715,0.08177792
1237648720165666861,199.807341071537,-0.987785536186768,0.08169714
1237648720165666863,199.819712276905,-0.995419874224125,0.08434526
1237648720165666999,199.747720200586,-1.02886639585251,0.08612508
1237648720165667029,199.769643354331,-0.891089413537086,0.08493548
1237648720165667052,199.787608229686,-0.914201221271584,0.08133531
1237648720165667063,199.790766395601,-0.970986468762879,0.08805659
1237648720165667083,199.807205045441,-0.879619483156732,0.08446144
1237648720165667088,199.810815864781,-0.899584884754246,0.08261908
1237648720165667099,199.819088368127,-0.917044628241778,0.08186449
